photo_by,filename,fullpath,r_vertical_mean,r_vertical_variance,r_vertical_skewness,r_vertical_kurtosis,g_vertical_mean,g_vertical_variance,g_vertical_skewness,g_vertical_kurtosis,b_vertical_mean,b_vertical_variance,b_vertical_skewness,b_vertical_kurtosis,r_horizontal_mean,r_horizontal_variance,r_horizontal_skewness,r_horizontal_kurtosis,g_horizontal_mean,g_horizontal_variance,g_horizontal_skewness,g_horizontal_kurtosis,b_horizontal_mean,b_horizontal_variance,b_horizontal_skewness,b_horizontal_kurtosis,r_diagonal_mean,r_diagonal_variance,r_diagonal_skewness,r_diagonal_kurtosis,g_diagonal_mean,g_diagonal_variance,g_diagonal_skewness,g_diagonal_kurtosis,b_diagonal_mean,b_diagonal_variance,b_diagonal_skewness,b_diagonal_kurtosis,took_by_motox
MotoX,(MotoX)258.jpg,train/Motorola-X/(MotoX)258.jpg,0.06052197991,89.1832779,0.3327652256,37.53266807,0.0590268617,91.06619988,0.3187191044,37.5661626,0.05502160307,88.98172307,0.326737843,37.43797484,0.005529973242,124.8279929,-0.08518480181,32.03922727,0.006082311373,127.1523976,-0.09185380946,31.93420411,0.005622683024,125.1272104,-0.1019531281,32.05942053,0.01873690839,13.13819609,0.08823544718,24.77331103,0.0196555501,13.16206234,0.07800184845,24.52067546,0.019314538,13.08079667,0.07357593013,24.74945306,1
MotoX,(MotoX)200.jpg,train/Motorola-X/(MotoX)200.jpg,-0.1215350872,52.22597249,-0.2491259139,11.75618922,-0.1185053184,52.21057077,-0.2585670014,12.0192386,-0.1236398145,52.1490954,-0.2594271226,12.02488403,-0.1021927593,42.53555779,-0.2088732646,11.88953935,-0.1022213564,42.52980668,-0.2027755021,12.13673469,-0.1053146805,42.47370234,-0.2030242736,12.14046862,-0.04408265592,13.050769,-0.4773163663,13.34091627,-0.0446240011,13.01315852,-0.4930399427,13.63115392,-0.04461984992,13.02155128,-0.4924416724,13.600373,1
MotoX,(MotoX)80.jpg,train/Motorola-X/(MotoX)80.jpg,-0.0001543817749,146.3580761,0.3223194059,23.00405376,-0.001965143736,170.9733723,0.3229076101,22.68380014,0.0004857654353,164.8745042,0.326246746,21.29783832,-0.02711757292,228.793757,-0.3310411901,12.96494699,-0.01672663975,243.6020099,-0.3464056891,12.02901713,-0.03730290715,239.5089061,-0.3272452659,12.00895007,-0.0007715052871,15.0259337,-0.07722852899,16.93028965,-0.0009068031453,15.27516243,-0.01209427912,15.26813688,-0.0004083535358,15.27321587,-0.01094974046,15.16307634,1
MotoX,(MotoX)215.jpg,train/Motorola-X/(MotoX)215.jpg,0.01071232324,54.53960486,-0.2524666784,57.54322994,0.0005716911064,58.4374936,-0.2879839512,55.27784719,-0.00489974275,56.82214498,-0.2934489291,55.12129894,-0.06563516271,70.76498063,-0.78402524,50.13888313,-0.07273851167,76.32951358,-0.8301790973,49.49992402,-0.08124513389,74.67728418,-0.7839063727,48.57499514,0.004858269344,7.862773069,-0.2328667588,35.25955551,0.01467412896,8.176516959,-0.0723507007,34.75838906,0.01394090682,8.129174388,-0.08221944394,34.49038497,1
MotoX,(MotoX)42.jpg,train/Motorola-X/(MotoX)42.jpg,0.1251072005,203.8475844,0.191173281,6.104529432,0.1234870279,204.2884139,0.1970941217,6.161904667,0.1224001479,202.761965,0.186802117,6.009985972,-0.3202199536,443.1679934,-0.1206670144,4.477447226,-0.3203005942,444.6788866,-0.106517984,4.620842446,-0.3135681228,440.4858403,-0.1035248205,4.431780449,0.06393315794,44.70920855,0.06918418921,4.03251989,0.06393761662,44.71244106,0.06738161702,4.062737818,0.06526753306,44.61888296,0.06770828998,4.054925464,1
MotoX,(MotoX)127.jpg,train/Motorola-X/(MotoX)127.jpg,-0.002788231331,163.2777899,0.3182790813,23.19346456,0.03587670629,160.4100484,0.2975352495,22.53283799,0.03328840445,161.8115464,0.300448197,22.60522872,0.1392494397,266.6839616,0.6116538128,18.53621986,0.1079748594,268.381791,0.5841078132,18.80824308,0.1071859998,267.6215337,0.5817455986,18.68468311,0.01393291194,28.71089298,0.2838121744,23.77493978,-0.009581087081,28.91709092,0.3357432121,24.59691153,-0.009505597026,28.67763722,0.2502861632,23.67619434,1
MotoX,(MotoX)15.jpg,train/Motorola-X/(MotoX)15.jpg,-0.09006447865,31.05714855,-0.09432536659,13.03862514,-0.09421889164,32.06572457,-0.1125116244,13.67381672,-0.09060972518,32.03256599,-0.1126732195,13.65797461,0.05127771531,38.79568196,0.08696624177,12.42813589,0.04429330931,40.12430888,0.07201280615,13.09480274,0.03069942997,40.08809304,0.06757986738,13.1251198,0.008501471672,9.190230389,0.1030707428,14.16400634,0.01361649945,9.424179091,0.1667391446,14.74491542,0.01355884411,9.439222935,0.1669203318,14.72061086,1
MotoX,(MotoX)101.jpg,train/Motorola-X/(MotoX)101.jpg,-0.01996984856,81.54502193,0.4278334576,28.34250622,-0.02791317813,82.83730654,0.3687144772,27.7378156,-0.02869936631,80.46029393,0.3296719942,27.31149152,0.01085029246,68.09267697,-0.1267442388,26.10536974,0.005281401864,69.14043924,-0.1510937616,25.37361839,0.004542702464,67.57510634,-0.1002880261,24.47138008,0.01374841486,11.99113624,-0.07686855432,24.03428754,0.02151712563,12.20476488,0.08125732812,24.17018203,0.02183907304,12.2060095,0.07642507533,24.09752122,1
MotoX,(MotoX)115.jpg,train/Motorola-X/(MotoX)115.jpg,-0.0141693757,232.1991328,0.1342374718,13.47762393,-0.008883284534,241.8395803,0.1899527455,13.97988577,-0.0124777681,214.4190698,0.1618707069,13.93398959,-0.0224065553,177.2010796,0.1531498072,14.47918731,-0.02533068027,181.9849384,0.1537845627,14.75494538,-0.03917503361,163.209578,0.1054528275,15.25640492,-0.03442085137,28.87656706,-0.007856398007,12.54873091,-0.03651858316,29.01220333,-0.01348543168,12.55327883,-0.05178341027,27.36314605,-0.08049128242,12.36379052,1
MotoX,(MotoX)137.jpg,train/Motorola-X/(MotoX)137.jpg,-0.001676194403,142.5014697,0.3933348341,33.17316637,0.01106486641,147.4991835,0.4341814257,31.95048733,0.05916369703,137.0711962,0.6258056451,32.5131609,0.06781762863,150.1321917,0.01726239823,37.60427445,0.04038612241,154.4453307,-0.08948377054,35.9880063,0.003157148616,143.5759447,-0.2551718031,36.08601361,-0.008950568313,23.77834351,-0.1226432289,34.36177301,-0.02693749608,24.37793602,-0.1665966016,33.46578572,-0.02042582541,23.40162491,-0.09653039375,33.58627765,1
MotoX,(MotoX)25.jpg,train/Motorola-X/(MotoX)25.jpg,0.117673275,362.7421604,0.6649423926,16.18716755,0.1161335508,412.5724155,0.5627688849,15.14774527,0.1125965304,391.4854137,0.5727520975,15.36511137,0.08811939898,604.2953971,1.145478888,15.95238714,0.101020338,662.7654197,1.204186294,15.49646962,0.06856887768,629.9024315,1.165332431,15.52933249,-0.004361049715,24.33420828,0.1431548676,14.20357289,0.007420318786,25.26706619,0.158941766,13.77367661,0.001085611565,24.77040766,0.15319622,14.03515216,1
MotoX,(MotoX)235.jpg,train/Motorola-X/(MotoX)235.jpg,0.06234133251,100.2149536,-0.4856861631,34.63050036,0.04663617237,103.746,-0.6025985117,34.42621742,0.03788170908,94.29292187,-0.5699433521,34.84317376,-0.07785031075,77.26051335,-1.150720042,58.30610584,-0.08556188509,81.90651433,-1.335511151,58.42877335,-0.08277669027,77.70450935,-1.387639562,59.95930389,0.01493457734,8.904511815,0.3434103467,30.72245536,0.01703077165,9.074618611,0.4229038589,31.10826208,0.01843756188,8.912497563,0.4928308718,31.80115936,1
MotoX,(MotoX)275.jpg,train/Motorola-X/(MotoX)275.jpg,0.06351607923,95.5368837,0.1519759394,14.28081349,0.0662691408,96.52604499,0.258297681,14.49284998,0.06299954506,94.93788505,0.2923963402,14.12834112,0.07104573175,117.5343626,0.7363386769,35.05778255,0.07159305387,119.3107727,0.8316399376,35.02191625,0.07266638485,116.0499979,0.9519649538,34.26548573,-0.02324863072,9.8932586,-0.04222352899,6.231214813,-0.02380181447,9.874372513,-0.04418424971,6.31049434,-0.0236163949,9.906402157,-0.04283387695,6.300137145,1
MotoX,(MotoX)120.jpg,train/Motorola-X/(MotoX)120.jpg,0.006552702052,65.63410202,0.09920003244,14.85394813,0.007632298243,66.95624318,0.1066023597,15.49572951,0.005299275019,67.475419,0.1211665421,15.3204404,-0.01235021528,107.8833959,0.04134420506,26.17879537,-0.01321006776,109.6982581,0.04484487973,26.41580407,-0.0168605731,110.6690963,0.03665470814,25.60413837,-0.06386274155,14.65489207,-0.1765328535,10.00623332,-0.06701841035,14.60274661,-0.1940239981,10.16735483,-0.06622015298,14.67727556,-0.1855446389,10.12388844,1
MotoX,(MotoX)110.jpg,train/Motorola-X/(MotoX)110.jpg,0.006366321565,18.23818954,-0.1928122074,12.18905722,0.01277213704,19.4377448,-0.2184994228,16.20011809,0.01560735747,17.73647483,-0.2170095942,11.68655258,0.004606257864,17.62919479,0.1229883053,11.86713768,0.001090646798,18.84186446,0.1492770593,14.26373808,0.001972619711,17.17469808,-0.008402351604,11.94006681,-0.00769045326,3.994166252,-0.08134508271,10.46305097,-0.007343445003,4.030253793,-0.08644794548,10.68913548,-0.008677051392,3.996603838,-0.1118123308,10.35723978,1
MotoX,(MotoX)182.jpg,train/Motorola-X/(MotoX)182.jpg,0.05145415986,40.79996359,0.450431382,21.05461951,0.05296678607,42.62567032,0.4497747018,22.08483714,0.04417707615,42.76461274,0.5203105539,24.93197353,0.003435527803,42.88004401,0.0416486347,20.66895822,0.002360832316,44.85891887,0.02324761186,21.63559173,-0.005529262159,43.05981345,-0.01750697018,22.50112403,0.00662098519,8.554307465,-0.04602546343,12.41303869,0.009943623842,8.626202059,-0.01334509333,12.55752695,-0.008357410202,8.293449325,-0.04179738745,13.22451988,1
MotoX,(MotoX)194.jpg,train/Motorola-X/(MotoX)194.jpg,0.1055148791,96.80372217,0.1176500988,8.432954815,0.1044931496,98.903604,0.1045411882,8.556984636,0.1121662486,99.6505099,0.1158432739,8.489904619,-0.2020658522,148.9433354,-0.2188082232,16.06507747,-0.2091111999,147.8527768,-0.3288940804,16.76697877,-0.2068537052,147.2171761,-0.279551156,16.49677826,0.03446359319,17.78796769,0.1218561856,6.492927735,0.04039717301,17.68858717,0.1383645553,6.444841578,0.03927373955,17.70224067,0.13920598,6.428484031,1
MotoX,(MotoX)35.jpg,train/Motorola-X/(MotoX)35.jpg,-0.1159368116,55.85685498,-0.07785814935,7.843925983,-0.1166155687,58.73336569,-0.07492175575,8.476022604,-0.1166029806,58.71163392,-0.07812686499,8.4629279,0.1033529385,74.06493314,0.04116200902,7.346049486,0.1041324578,77.81153777,0.04939917678,7.924014223,0.1064739948,77.68048532,0.05134021336,7.932170489,0.02620104524,16.44041635,0.2225425126,8.15056737,0.04728890767,17.07426094,0.3254545249,8.785539099,0.04718328309,17.08125836,0.3261257986,8.782454585,1
MotoX,(MotoX)114.jpg,train/Motorola-X/(MotoX)114.jpg,0.06162350434,79.32197457,0.04102202108,15.33016882,0.06786131216,80.72641538,0.04775074108,15.32681961,0.07258065136,75.62721789,0.07965982016,14.93241337,-0.03220552191,72.46069517,-0.1473357052,17.08991287,-0.03133963483,73.95825929,-0.2743384255,18.0780093,-0.03239238285,69.24255469,-0.04412485156,14.72292405,-0.01754029109,11.1347984,-0.03754407854,6.641573977,-0.01876627418,11.15663524,-0.04090475403,6.777454854,-0.01988140528,11.12054241,-0.0388874177,6.459384196,1
MotoX,(MotoX)172.jpg,train/Motorola-X/(MotoX)172.jpg,-0.08573041164,12.40347328,-0.1460107534,10.43825854,-0.08262580625,12.43508333,-0.1506449575,10.5128089,-0.07714952935,12.46728258,-0.1496694647,10.46886598,0.06434327957,16.65815311,0.1378354087,11.3074884,0.06328255589,16.75165763,0.1314555962,11.35343464,0.06088763006,16.78065633,0.1265398003,11.30105465,0.008767301214,1.795297731,0.8092670794,22.12171699,0.008716257022,1.75740031,0.8369371192,23.09395056,0.008519152642,1.772283089,0.8279648202,22.73961979,1
MotoX,(MotoX)43.jpg,train/Motorola-X/(MotoX)43.jpg,0.06579821201,56.68861579,0.8782337911,27.23836994,0.05355129588,50.42053591,0.906794509,34.50541352,0.04965000904,49.48100866,0.8833668017,35.2559058,-0.0654943876,45.20268816,0.1514174594,28.99665222,-0.08026520456,40.75135892,0.2393871822,37.17578352,-0.07973452561,40.27410982,0.1973041068,37.50906337,0.006263522098,6.107670394,0.227571795,31.88269691,0.01439246342,6.252707988,0.2696206064,31.76640632,0.01485585858,6.258291461,0.2718132063,31.59899409,1
MotoX,(MotoX)82.jpg,train/Motorola-X/(MotoX)82.jpg,-0.01002270775,124.2900067,0.1180763829,21.98147533,-0.008823765007,130.5284429,0.1170633247,21.65876387,-0.01010886404,128.7381028,0.09549810969,21.64774499,-0.0001051248984,228.9357022,-0.1210604598,11.88407504,0.001978212279,238.5418917,-0.1071423433,11.89546358,0.001896418573,234.5305562,-0.08829752543,12.01158966,-0.001003664112,15.85806816,0.01792050081,12.99968597,-0.000618065216,15.99664915,0.03686792872,12.23915686,-0.0007698140638,15.97055314,0.0335239077,12.30978232,1
MotoX,(MotoX)185.jpg,train/Motorola-X/(MotoX)185.jpg,-0.01396737062,76.89845865,0.1224732017,9.287011955,-0.01236897248,77.44815243,0.1192060692,9.274552699,-0.01135371965,77.37644079,0.1187026185,9.224993559,0.0122554299,71.11987796,0.004210923197,8.704957027,0.01047130471,71.70763639,-0.0006833421408,8.704115086,0.006215130052,71.82437443,-0.006452418853,8.672957852,-0.02447738127,18.67057686,-0.02637296139,6.578496199,-0.03095030756,18.80524081,-0.04715694583,6.615704704,-0.03141354897,18.83815672,-0.04827264472,6.6010003,1
MotoX,(MotoX)203.jpg,train/Motorola-X/(MotoX)203.jpg,-0.01602897173,7.136264092,-0.2665472731,105.8343024,-0.01537906155,7.368081084,-0.09680619872,114.8917534,-0.01605522413,7.073330424,-0.2612232516,107.3602797,-0.03109696352,5.280631483,0.1676998752,26.48368162,-0.02868733557,5.39320116,0.1393543083,27.8588169,-0.02692135258,5.464591966,0.1403218048,27.60989142,0.005231414687,0.5773968317,0.8177742096,32.45978227,0.005288916276,0.5420087644,0.898568161,36.50641298,0.005277077714,0.5545361643,0.8681597818,34.99811955,1
MotoX,(MotoX)151.jpg,train/Motorola-X/(MotoX)151.jpg,0.02512117999,107.9904515,0.5028373744,29.42746079,0.01565432735,107.6300028,0.4295138543,28.22252906,0.01364888253,103.9471377,0.4856598188,27.79689277,-0.1197294566,168.963473,0.2328548069,21.79756079,-0.1295556557,168.4233047,0.2051536643,21.1291382,-0.1280851371,163.8298149,0.2389949486,20.90377009,0.006788877532,17.93332525,-0.1988625329,21.83246957,0.02043366654,17.98391636,-0.1110026325,20.84145091,0.02145193667,17.74253853,-0.08558136984,20.38555953,1
MotoX,(MotoX)186.jpg,train/Motorola-X/(MotoX)186.jpg,0.09400033947,241.7636787,0.1350553631,9.618445558,0.07338778765,255.9102323,0.1221221252,9.450554157,0.07145623775,253.6746164,0.1190640961,9.367623996,-0.1121346151,374.9518052,-0.1738455677,8.580848064,-0.1204243187,399.7279482,-0.2054137487,8.732083394,-0.1211629796,393.5410822,-0.1981748666,8.580393737,0.03839691718,43.92178919,0.001937510442,8.053633503,0.09851959543,45.84396649,0.1150038992,7.948039952,0.09599106296,45.79905512,0.112753234,7.91588046,1
MotoX,(MotoX)234.jpg,train/Motorola-X/(MotoX)234.jpg,0.01933027791,99.0483841,0.438658161,24.48487043,0.02104131535,100.7414256,0.4431127713,24.07642294,0.02027615215,100.1851277,0.4102763924,23.57820655,0.01234475724,144.759405,-0.2446839882,27.45069104,0.01429996504,147.7983434,-0.2390121039,27.51251925,0.01255648686,146.9191587,-0.2557736926,27.16891918,0.0254675156,18.34982767,0.1015776502,19.90520961,0.03183343358,18.61377518,0.105342869,20.03811896,0.03134420882,18.59209647,0.1147878373,19.74608255,1
MotoX,(MotoX)40.jpg,train/Motorola-X/(MotoX)40.jpg,-0.01266416781,16.01294168,0.07823244725,11.17791954,-0.01285298904,16.01902738,0.07228996162,11.3616342,-0.01069854361,15.96650131,0.1006534988,10.96162097,-0.0566237488,13.58869179,0.07256029756,26.88281511,-0.05743063525,13.56860783,0.07730133725,27.01795578,-0.06014489478,13.51690892,0.06670636545,26.42632599,-0.008463496023,1.554713701,-0.8254649139,24.432522,-0.008778063543,1.528586566,-0.8498419181,25.26575216,-0.008852938608,1.53574304,-0.8820021069,24.0501792,1
MotoX,(MotoX)162.jpg,train/Motorola-X/(MotoX)162.jpg,0.01811015644,434.6942523,0.0950631047,5.906487003,-0.008442471043,444.7398358,0.05727399813,5.944879942,-0.005766821367,443.4814416,0.06873486985,5.966026867,-0.03745042794,813.8399188,0.006100114232,5.150117499,-0.01583703711,824.1684078,0.01387725605,5.127219589,-0.01739765178,823.7818155,0.01710102202,5.173479856,0.003814015874,78.0692811,0.006558327159,5.478412298,-0.001000281666,78.21136377,-0.0005644450654,5.462770204,-0.001117744806,78.1616883,-0.001597149336,5.47740422,1
MotoX,(MotoX)79.jpg,train/Motorola-X/(MotoX)79.jpg,0.03533307411,119.1433391,0.1707771296,25.52873959,0.02615092353,125.3255372,0.1288387723,25.43368263,0.02611775249,123.2160552,0.1167408368,25.03490052,-0.06080103174,204.6594931,-0.6714024812,21.23363303,-0.0724048218,213.8321964,-0.6803833048,21.04580808,-0.07530367451,210.2102578,-0.6784533152,21.0378662,0.0131140524,21.51790674,-0.01043622575,23.01226387,0.02870759181,22.23823912,0.1583539834,23.41296524,0.02821436962,22.17743989,0.1526594735,23.31647111,1
MotoX,(MotoX)29.jpg,train/Motorola-X/(MotoX)29.jpg,-0.02479064194,14.10283253,0.2966579114,57.52880703,-0.02008031619,14.4142396,0.3268018336,60.72596648,-0.0168172355,14.65125581,0.2373261125,58.25347452,0.01654437201,11.08839244,-0.430783917,28.74393826,0.007652727451,11.18601244,-0.3288014579,30.6454792,-0.0009409735419,11.39422378,-0.280169581,29.49832611,0.0002267776601,1.656749205,-0.02167985268,17.91440314,2.31E-06,1.608568921,-0.0127072547,18.92784598,-1.34E-05,1.624452889,-0.01751854745,18.5218585,1
MotoX,(MotoX)241.jpg,train/Motorola-X/(MotoX)241.jpg,0.06832976178,295.4112956,0.5542115845,12.60491342,-0.01866393596,311.2047774,0.5160979682,11.62302282,-0.03463801981,303.431902,0.5270107746,11.85797899,-0.1595238046,451.4821537,-0.428917747,11.13945283,-0.2367118285,487.0747057,-0.485677826,10.89468058,-0.2449556384,466.0399652,-0.4928657457,11.14899835,0.01447441087,41.97014442,0.1399236306,11.64827393,0.09531288245,43.40724657,0.2391589323,10.67392696,0.097362645,42.81738454,0.2494423646,10.65450206,1
MotoX,(MotoX)144.jpg,train/Motorola-X/(MotoX)144.jpg,0.03466200443,28.17861375,0.3023675492,14.03858064,0.03598923029,28.02334885,0.3038677835,15.19485958,0.04034651319,26.37155818,0.2292153137,15.0076309,0.001092895356,28.05575583,-0.3192260636,10.5775443,-0.003897366273,28.14193903,-0.2862613643,10.73767178,-0.0100314137,25.77383155,-0.3204046985,10.72347352,0.006242151187,3.929049429,0.04682162752,7.991558852,0.009839229245,3.885738242,0.07200805716,8.444417951,0.009710542532,3.861057893,0.08265891906,8.353370713,1
MotoX,(MotoX)134.jpg,train/Motorola-X/(MotoX)134.jpg,0.05516966198,38.99360444,0.04246626223,19.47947766,0.04551975364,43.73998061,0.07617573272,19.4491601,0.04878848455,42.56610759,0.02022872607,19.42867887,-0.0706828875,57.53895853,-1.010706411,21.441799,-0.06190759141,59.24907516,-0.9568985743,20.59558707,-0.06144096755,58.44460109,-0.9615979724,20.65085775,0.0007838050924,8.32206456,-0.2523814691,13.31507324,0.02196622227,8.840393828,-0.02861912831,13.68094637,0.0187017002,8.760838072,-0.06323528019,13.55707095,1
MotoX,(MotoX)93.jpg,train/Motorola-X/(MotoX)93.jpg,-0.007455988222,62.23440716,0.6195383571,33.08975027,-0.006123246663,64.77016121,0.5863199659,32.21045464,-0.002205143686,61.42341282,0.5143863262,32.78775016,-0.06097359416,57.12157118,-0.1318570652,35.03813198,-0.06489625191,59.23172843,-0.1650352299,34.78315781,-0.0730018236,56.66413605,-0.2130564056,34.73235948,-0.006906186925,7.080108368,-0.02805030472,25.95948648,-0.01207779381,7.147219785,-0.06361057293,25.7652103,-0.01114562231,7.05300686,-0.06503342147,25.5875482,1
MotoX,(MotoX)160.jpg,train/Motorola-X/(MotoX)160.jpg,0.0893246838,354.9043656,0.11538651,7.126198336,0.07028383569,362.9229451,0.1078206293,7.163705654,0.05611351829,350.3116544,0.09803514214,7.236465543,-0.2452136653,447.938117,-0.2224275432,6.213289152,-0.2701167928,457.1621065,-0.238266115,6.256548583,-0.2772907503,442.5825526,-0.2476353201,6.373300978,0.1031312537,61.04120032,0.3177961522,6.585959692,0.1129993875,61.63775439,0.3345515231,6.612422,0.125995208,60.56973785,0.3601391694,6.700340612,1
MotoX,(MotoX)158.jpg,train/Motorola-X/(MotoX)158.jpg,-0.005338941891,219.2765316,1.233606286,24.66150397,-0.03082786684,242.0681412,1.320982564,22.92554087,-0.04135974809,228.1455827,1.239947685,22.57781225,0.0124367175,155.9172398,-0.5192885054,18.75838823,-0.03780777572,169.7885498,-0.6521444753,18.05198985,-0.0425323039,162.3527427,-0.6330487137,18.0432545,-0.002594643927,18.65164556,-0.07481513568,18.25801349,0.04347074061,19.62132336,0.07552139619,16.89152269,0.0467498687,19.28000158,0.131460812,16.17615059,1
